name,value,sign,magnitude,unit,uncertainty,is_dimensionless,sparse_signed_predicted,sparse_magnitude_predicted,sparse_relative_error_percent,sparse_log10_error,sparse_pass_1_percent,sparse_pass_0_1_percent,sparse_complexity,sparse_formula,exact_calibration_coefficient,exact_calibrated_predicted,exact_calibrated_relative_error_percent,status
neutron-proton mass ratio,1.00137841946,1,1.00137841946,,4e-10,True,1.0,1.0,0.1376522035239454,0.0005982277554923512,True,False,0,sign(1) * 1 * 1,1.00137841946,1.00137841946,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
neutron-tau mass ratio,0.528779,1,0.528779,,3.6e-05,True,0.5235987755982988,0.5235987755982988,0.9796577401336255,0.0042755768803733624,True,False,2,sign(1) * 1 * pi^1 * K^-1,1.009893499838272,0.528779,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
Newtonian constant of gravitation,6.6743e-11,1,6.6743e-11,m^3 kg^-1 s^-2,1.5e-15,False,6.723597887956012e-11,6.723597887956012e-11,0.7386225964672278,0.0031960084351009845,True,False,4,sign(1) * 1 * dict^-1 * total_bits^-2 * f1^-1,0.9926679303584887,6.6743e-11,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Newtonian constant of gravitation over h-bar c,6.70883e-39,1,6.70883e-39,(GeV/c^2)^-2,1.5e-43,False,3.771190459990763e-25,3.771190459990763e-25,5621234194324041.0,13.749831679437024,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,1.7789687556688487e-14,6.70883e-39,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
nuclear magneton,5.0507837393e-27,1,5.0507837393e-27,J T^-1,1.6e-36,False,3.771190459990763e-25,3.771190459990763e-25,7366.545103975133,1.8731196929311202,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.013393075191732351,5.0507837393e-27,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
nuclear magneton in eV/T,3.15245125417e-08,1,3.15245125417e-08,eV T^-1,9.8e-18,False,3.126957288414702e-08,3.126957288414702e-08,0.8087029330453456,0.003526430684567505,True,False,3,sign(1) * 1 * dict^-2 * lnDict^-1,1.0081529625779515,3.15245125417e-08,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
nuclear magneton in inverse meter per tesla,0.0254262341009,1,0.0254262341009,m^-1 T^-1,7.9e-12,False,0.025591834629545004,0.025591834629545004,0.6512978995939589,0.002819379492904135,True,False,3,sign(1) * 1 * checksum^1 * U^-1 * f1^-1,0.9935291654138065,0.0254262341009,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
nuclear magneton in inverse meters per tesla,0.02542623432,1,0.02542623432,m^-1 T^-1,1.6e-10,False,0.025591834629545004,0.025591834629545004,0.6512970322732501,0.002819375750552021,True,False,3,sign(1) * 1 * checksum^1 * U^-1 * f1^-1,0.9935291739751311,0.02542623432,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
nuclear magneton in K/T,0.00036582677706,1,0.00036582677706,K T^-1,1.1e-13,False,0.0003662109375,0.0003662109375,0.10501156943386128,0.00045582016132436024,True,False,3,sign(1) * 1 * K^1 * dict^-1 * checksum^-1,0.99895098589184,0.00036582677706,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
nuclear magneton in MHz/T,7.6225932188,1,7.6225932188,MHz T^-1,2.4e-09,False,7.6246189861593985,7.6246189861593985,0.026575829265066905,0.0001154020261745987,True,True,1,sign(1) * 1 * lnDict^1,0.9997343123160546,7.6225932188,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Planck constant,6.62607015e-34,1,6.62607015e-34,J Hz^-1,0.0,False,3.771190459990763e-25,3.771190459990763e-25,56914435977.78229,8.755222437111033,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,1.7570234705187044e-09,6.62607015e-34,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Planck constant in eV s,4.135667662e-15,1,4.135667662e-15,eV s,2.5e-23,False,4.232000928927391e-15,4.232000928927391e-15,2.329328050523404,0.010000122324968944,False,False,5,sign(1) * 1 * dict^-3 * total_bits^-1 * f1^-1,0.9772369457036468,4.135667662e-15,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Planck constant in eV/Hz,4.135667696923859e-15,1,4.135667696923859e-15,eV Hz^-1,0.0,False,4.232000928927391e-15,4.232000928927391e-15,2.329327186398116,0.010000118657546802,False,False,5,sign(1) * 1 * dict^-3 * total_bits^-1 * f1^-1,0.9772369539559747,4.135667696923859e-15,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Planck constant over 2 pi,1.0545718e-34,1,1.0545718e-34,J s,1.3e-42,False,3.771190459990763e-25,3.771190459990763e-25,357603954414.1225,9.553402312736202,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,2.796389657823283e-10,1.0545718e-34,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Planck constant over 2 pi in eV s,6.582119514e-16,1,6.582119514e-16,eV s,4e-24,False,6.592631851131811e-16,6.592631851131811e-16,0.1597105174017601,0.0006930606659081393,True,False,7,sign(1) * 1 * dict^-3 * total_bits^-3 * f1^1,0.9984054415036072,6.582119514e-16,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Planck constant over 2 pi times c in MeV fm,197.3269788,1,197.3269788,MeV fm,1.2e-06,False,198.0,198.0,0.3410690236544552,0.0014787236460977982,True,False,3,sign(1) * 1 * K^1 * entropy^1 * bip_density^1,0.996600903030303,197.3269788,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Planck length,1.616255e-35,1,1.616255e-35,m,1.8e-40,False,3.771190459990763e-25,3.771190459990763e-25,2333289276648.262,10.367968585132127,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,4.285795207500495e-11,1.616255e-35,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Planck mass,2.176434e-08,1,2.176434e-08,kg,2.4e-13,False,2.1674416281960228e-08,2.1674416281960228e-08,0.4131699745536667,0.001798091550793717,True,False,3,sign(1) * 1 * bits^-1 * dict^-2,1.00414884151296,2.176434e-08,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Planck mass energy equivalent in GeV,1.22089e+19,1,1.22089e+19,GeV,140000000000000.0,False,1.293448966003973e+19,1.293448966003973e+19,5.94312067458763,0.02507276142374538,False,False,9,sign(1) * 1 * bits^3 * dict^3 * f1^3,0.9439027221706789,1.22089e+19,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Planck temperature,1.416784e+32,1,1.416784e+32,K,1.6e+27,False,2.6516825671076006e+24,2.6516825671076006e+24,99.99999812837909,7.727782110186532,False,False,9,sign(1) * 1 * dict^3 * entropy^3 * total_bits^3,53429623.04667553,1.416784e+32,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Planck time,5.391247e-44,1,5.391247e-44,s,6e-49,False,3.771190459990763e-25,3.771190459990763e-25,6.99502445350911e+20,18.844789237055938,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,1.4295875684871152e-19,5.391247e-44,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton charge to mass quotient,95788331.43,1,95788331.43,C kg^-1,0.03,False,95941422.906886,95941422.906886,0.15982267839988962,0.000693546997937743,True,False,4,sign(1) * 1 * dict^2 * lnDict^1 * U^1,0.9984043234689716,95788331.43,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton Compton wavelength,1.3214098536e-15,1,1.3214098536e-15,m,4.1e-25,False,1.3402914044042683e-15,1.3402914044042683e-15,1.4288943549821493,0.0061616914013605225,False,False,6,sign(1) * 1 * dict^-3 * checksum^-1 * f1^-2,0.9859123540282192,1.3214098536e-15,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton Compton wavelength over 2 pi,2.10308910109e-16,1,2.10308910109e-16,m,9.7e-26,False,2.0879125385053449e-16,2.0879125385053449e-16,0.7216319354605257,0.003145370373049638,True,False,6,sign(1) * 1 * dict^-3 * checksum^-1 * total_bits^-2,1.0072687731429208,2.1030891010900003e-16,1.1721758852432787e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton g factor,5.5856946893,1,5.5856946893,,1.6e-09,True,5.628978385526804,5.628978385526804,0.774902651047479,0.0033523872951128626,True,False,2,sign(1) * 1 * pi^1 * lnK^1,0.9923105591703648,5.5856946893,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
proton gyromag. ratio,267522187.08,1,267522187.08,s^-1 T^-1,0.11,False,268435456.0,268435456.0,0.3413806271428554,0.0014800723208403556,True,False,4,sign(1) * 1 * dict^2 * checksum^2,0.9965978081524373,267522187.08,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton gyromag. ratio in MHz/T,42.577478461,1,42.577478461,MHz T^-1,1.8e-08,False,42.666666666666664,42.666666666666664,0.20947272804884473,0.0009087770109629798,True,False,2,sign(1) * 1 * K^-1 * entropy^1,0.9979096514296875,42.577478461,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton gyromag. ratio over 2 pi,42.57747892,1,42.57747892,MHz T^-1,2.9e-07,False,42.666666666666664,42.666666666666664,0.20947164775595187,0.0009087723291176924,True,False,2,sign(1) * 1 * K^-1 * entropy^1,0.9979096621875,42.57747892,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton gyromagn. ratio,267522187.08,1,267522187.08,s^-1 T^-1,0.11,False,268435456.0,268435456.0,0.3413806271428554,0.0014800723208403556,True,False,4,sign(1) * 1 * dict^2 * checksum^2,0.9965978081524373,267522187.08,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton gyromagn. ratio over 2 pi,42.5774813,1,42.5774813,MHz T^-1,3.7e-06,False,42.666666666666664,42.666666666666664,0.20946604623759646,0.0009087480528836983,True,False,2,sign(1) * 1 * K^-1 * entropy^1,0.99790971796875,42.5774813,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton mag. mom.,1.41060679545e-26,1,1.41060679545e-26,J T^-1,6e-36,False,1.4226153267441853e-26,1.4226153267441853e-26,0.8513025268926423,0.0036815116374210475,True,False,2,sign(1) * mu_B[J/T] * pi^1 * dict^-1,0.9915588345855461,1.41060679545e-26,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton mag. mom. to Bohr magneton ratio,0.0015210322023,1,0.0015210322023,,4.5e-13,True,0.0015339807878856412,0.0015339807878856412,0.851302527721718,0.00368151164099126,True,False,2,sign(1) * 1 * pi^1 * dict^-1,0.9915588345773946,0.0015210322023,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
proton mag. mom. to nuclear magneton ratio,2.79284734463,1,2.79284734463,,8.2e-10,True,2.75,2.75,1.5341814049516782,0.00671450424214283,False,False,3,sign(1) * 1 * K^1 * bits^1 * words^-1,1.0155808525927272,2.7928473446299997,1.590094820985986e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
proton mag. shielding correction,2.56715e-05,1,2.56715e-05,,4.1e-09,True,2.5708210933598125e-05,2.5708210933598125e-05,0.1430026823447219,0.0006206091202377642,True,False,3,sign(1) * 1 * total_bits^-2 * lnK^1,0.9985720152330729,2.56715e-05,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
proton magn. moment,1.41060671e-26,1,1.41060671e-26,J T^-1,1.2e-33,False,3.771190459990763e-25,3.771190459990763e-25,2573.4528010225918,1.4270725211700852,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.037404812219520064,1.41060671e-26,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton magn. moment to Bohr magneton ratio,0.001521032206,1,0.001521032206,,1.5e-11,True,0.0015339807878856412,0.0015339807878856412,0.8513022823950169,0.003681510584544529,True,False,2,sign(1) * 1 * pi^1 * dict^-1,0.9915588369894196,0.001521032206,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
proton magn. moment to nuclear magneton ratio,2.792847351,1,2.792847351,,2.8e-08,True,2.75,2.75,1.534181629535105,0.006714505232693111,False,False,3,sign(1) * 1 * K^1 * bits^1 * words^-1,1.0155808549090908,2.792847351,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
proton magn. shielding correction,2.56715e-05,1,2.56715e-05,,4.1e-09,True,2.5708210933598125e-05,2.5708210933598125e-05,0.1430026823447219,0.0006206091202377642,True,False,3,sign(1) * 1 * total_bits^-2 * lnK^1,0.9985720152330729,2.56715e-05,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
proton mass,1.67262192595e-27,1,1.67262192595e-27,kg,5.2e-37,False,3.771190459990763e-25,3.771190459990763e-25,22446.58032088655,2.3530806810081866,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.004435262402403555,1.67262192595e-27,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton mass energy equivalent,1.50327761802e-10,1,1.50327761802e-10,J,4.7e-20,False,1.505167797358349e-10,1.505167797358349e-10,0.12573721019265785,0.0005457267466262364,True,False,4,sign(1) * 1 * K^-1 * dict^-2 * total_bits^-1,0.9987442068972866,1.50327761802e-10,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton mass energy equivalent in MeV,938.27208943,1,938.27208943,MeV,2.9e-07,False,924.6819165003631,924.6819165003631,1.4484255774775328,0.006336433205421851,False,False,3,sign(1) * m_e[MeV] * pi^1 * words^2,1.014697132805486,938.2720894300002,1.2116617237402932e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton mass in u,1.0072764665789,1,1.0072764665789,u,8.3e-12,False,1.0,1.0,0.7223902096723963,0.003148687465887101,True,False,0,sign(1) * 1 * 1,1.0072764665789,1.0072764665789,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton molar mass,0.00100727646764,1,0.00100727646764,kg mol^-1,3.1e-13,False,0.0010131453638286187,0.0010131453638286187,0.5826499850998521,0.002523073507469413,True,False,3,sign(1) * 1 * bits^1 * f1^-2,0.9942072515967101,0.00100727646764,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton relative atomic mass,1.0072764665789,1,1.0072764665789,,8.3e-12,True,1.0,1.0,0.7223902096723963,0.003148687465887101,True,False,0,sign(1) * 1 * 1,1.0072764665789,1.0072764665789,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
proton rms charge radius,8.4075e-16,1,8.4075e-16,m,6.4e-19,False,8.232253672053492e-16,8.232253672053492e-16,2.084404733232326,0.009148131497160568,False,False,6,sign(1) * 1 * dict^-2 * entropy^-1 * f1^-3,1.0212877706309544,8.407499999999999e-16,1.172852966430288e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
proton-electron mass ratio,1836.152673426,1,1836.152673426,,3.2e-08,True,1809.5573684677208,1809.5573684677208,1.4484255771964862,0.006336433204183364,False,False,3,sign(1) * 1 * pi^1 * words^2,1.0146971328025922,1836.1526734260003,1.2383157388485843e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
proton-muon mass ratio,8.88024338,1,8.88024338,,2e-07,True,9.00028389941269,9.00028389941269,1.3517706021779117,0.005831340163103796,False,False,2,sign(1) * 1 * U^2,0.98666258523017,8.88024338,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
proton-neutron mag. mom. ratio,-1.45989802,-1,1.45989802,,3.4e-07,True,-1.4426950408889634,1.4426950408889634,1.1783685487179874,0.005147980597981724,False,False,2,sign(-1) * 1 * bits^1 * lnDict^-1,1.0119241964680468,-1.4598980200000002,1.5209596963836646e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
proton-neutron magn. moment ratio,-1.45989805,-1,1.45989805,,3.4e-07,True,-1.4426950408889634,1.4426950408889634,1.1783705794412611,0.005147989522464202,False,False,2,sign(-1) * 1 * bits^1 * lnDict^-1,1.011924217262462,-1.45989805,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
proton-neutron mass ratio,0.99862347797,1,0.99862347797,,4e-10,True,1.0,1.0,0.1378419454746088,0.0005982277532138142,True,False,0,sign(1) * 1 * 1,0.99862347797,0.99862347797,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
proton-tau mass ratio,0.528051,1,0.528051,,3.6e-05,True,0.5235987755982988,0.5235987755982988,0.843142878566887,0.0036772470963316187,True,False,2,sign(1) * 1 * pi^1 * K^-1,1.0085031222554213,0.528051,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
quantum of circulation,0.00036369475467,1,0.00036369475467,m^2 s^-1,1.1e-13,False,0.0003551136363636364,0.0003551136363636364,2.359428668183503,0.010369688026568605,False,False,2,sign(1) * 1 * bits^-1 * entropy^-1,1.02416442915072,0.00036369475466999996,1.490538643414393e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
quantum of circulation times 2,0.00072738950934,1,0.00072738950934,m^2 s^-1,2.3e-13,False,0.0007266950835063548,0.0007266950835063548,0.09546822228372834,0.0004148112593374925,True,True,3,sign(1) * 1 * entropy^-1 * lnK^-1 * U^-1,1.0009555945119302,0.0007273895093400001,1.490538643414393e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
reduced Compton wavelength,3.8615926744e-13,1,3.8615926744e-13,m,1.2e-22,False,3.724102080675221e-13,3.724102080675221e-13,3.5604633972986743,0.01574488509853721,False,False,5,sign(1) * 1 * dict^-3 * U^-1 * f1^-1,1.0369191259386343,3.8615926743999993e-13,1.3074164519951409e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
reduced muon Compton wavelength,1.867594306e-15,1,1.867594306e-15,m,4.2e-23,False,1.8638117840377702e-15,1.8638117840377702e-15,0.20253445569402734,0.000880487912018784,True,False,6,sign(1) * 1 * dict^-2 * entropy^-3 * lnDict^-1,1.0020294549023803,1.867594306e-15,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
reduced neutron Compton wavelength,2.100194152e-16,1,2.100194152e-16,m,1.1e-25,False,2.0879125385053449e-16,2.0879125385053449e-16,0.5847846725484585,0.002547142493427176,True,False,6,sign(1) * 1 * dict^-3 * checksum^-1 * total_bits^-2,1.0058822451937794,2.1001941519999997e-16,1.1737916356295339e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
reduced Planck constant,1.0545718176461565e-34,1,1.0545718176461565e-34,J s,0.0,False,3.771190459990763e-25,3.771190459990763e-25,357603948430.33344,9.553402305469149,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,2.796389704615289e-10,1.0545718176461565e-34,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
reduced Planck constant in eV s,6.582119569509067e-16,1,6.582119569509067e-16,eV s,0.0,False,6.592631851131811e-16,6.592631851131811e-16,0.15970967272368117,0.0006930570033672823,True,False,7,sign(1) * 1 * dict^-3 * total_bits^-3 * f1^1,0.9984054499234718,6.582119569509067e-16,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
reduced Planck constant times c in MeV fm,197.3269804593025,1,197.3269804593025,MeV fm,0.0,False,198.0,198.0,0.341068179896624,0.001478719994159763,True,False,3,sign(1) * 1 * K^1 * entropy^1 * bip_density^1,0.9966009114106187,197.3269804593025,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
reduced proton Compton wavelength,2.10308910051e-16,1,2.10308910051e-16,m,6.6e-26,False,2.0879125385053449e-16,2.0879125385053449e-16,0.7216319080810555,0.0031453702532778186,True,False,6,sign(1) * 1 * dict^-3 * checksum^-1 * total_bits^-2,1.0072687728651313,2.10308910051e-16,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
reduced tau Compton wavelength,1.110538e-16,1,1.110538e-16,m,7.5e-21,False,1.0708852689353736e-16,1.0708852689353736e-16,3.570587504851387,0.01579047920862017,False,False,7,sign(1) * 1 * bits^-2 * dict^-2 * total_bits^-3,1.0370279919006147,1.110538e-16,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Rydberg constant,10973731.568157,1,10973731.568157,m^-1,1.2e-05,False,10845705.950919451,10845705.950919451,1.1666552661908307,0.005096506923292042,False,False,4,sign(1) * 1 * dict^2 * U^-1 * bip_density^-1,1.0118042677735233,10973731.568156999,1.697367151421749e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Rydberg constant times c in Hz,3289841960250000.0,1,3289841960250000.0,Hz,3600.0,False,3377699720527872.0,3377699720527872.0,2.670576925561359,0.01144600241248873,False,False,6,sign(1) * 1 * K^1 * dict^3 * entropy^2,0.9739888777726691,3289841960250000.0,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Rydberg constant times hc in eV,13.60569312299,1,13.60569312299,eV,1.5e-11,False,13.661483267707114,13.661483267707114,0.4100500004872406,0.0017771833400657456,True,False,2,sign(1) * 1 * lnK^1 * lnDict^1,0.9959162454307586,13.60569312299,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Rydberg constant times hc in J,2.179872361103e-18,1,2.179872361103e-18,J,2.4e-30,False,2.208718528794109e-18,2.208718528794109e-18,1.3232961803558545,0.005709309520160072,False,False,7,sign(1) * 1 * pi^-1 * dict^-3 * entropy^-3,0.9869398624971657,2.179872361103e-18,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
"Sackur-Tetrode constant (1 K, 100 kPa)",-1.15170753496,-1,1.15170753496,,4.7e-10,True,-1.160192846408667,1.160192846408667,0.7367592197755187,0.00318797515373786,True,False,3,sign(-1) * 1 * U^2 * bip_density^1,0.9926862922186315,-1.15170753496,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
"Sackur-Tetrode constant (1 K, 101.325 kPa)",-1.16487052149,-1,1.16487052149,,4.7e-10,True,-1.1671178414818566,1.1671178414818566,0.19292444528359287,0.0008370530395171584,True,False,3,sign(-1) * 1 * pi^-1 * bits^1 * U^-1,0.9980744703645321,-1.16487052149,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
second radiation constant,0.014387768775039337,1,0.014387768775039337,m K,0.0,False,0.014322690768253817,0.014322690768253817,0.4523147946220855,0.00196883422240021,True,False,3,sign(1) * 1 * bits^1 * entropy^-1 * U^-1,1.0045436997725152,0.014387768775039339,1.2056931850241416e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
shielded helion gyromag. ratio,203789460.78,1,203789460.78,s^-1 T^-1,0.18,False,202397184.0,202397184.0,0.6831937111326024,0.00297725441572507,True,False,4,sign(1) * 1 * bits^1 * total_bits^3,1.0068789335527515,203789460.78000003,1.462407441171272e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
shielded helion gyromag. ratio in MHz/T,32.434100033,1,32.434100033,MHz T^-1,2.8e-08,False,32.0,32.0,1.3384062839984028,0.005851873503160222,False,False,2,sign(1) * 1 * entropy^1 * checksum^-1,1.01356562603125,32.434100033,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
shielded helion gyromag. ratio over 2 pi,32.43409966,1,32.43409966,MHz T^-1,4.3e-07,False,32.0,32.0,1.3384051493661875,0.005851868508668531,False,False,2,sign(1) * 1 * entropy^1 * checksum^-1,1.013565614375,32.43409966,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
shielded helion gyromagn. ratio,203789460.78,1,203789460.78,s^-1 T^-1,0.18,False,202397184.0,202397184.0,0.6831937111326024,0.00297725441572507,True,False,4,sign(1) * 1 * bits^1 * total_bits^3,1.0068789335527515,203789460.78000003,1.462407441171272e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
shielded helion gyromagn. ratio over 2 pi,32.4341015,1,32.4341015,MHz T^-1,2.8e-06,False,32.0,32.0,1.3384107464792792,0.00585189314637487,False,False,2,sign(1) * 1 * entropy^1 * checksum^-1,1.013565671875,32.4341015,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
shielded helion mag. mom.,-1.07455311035e-26,-1,1.07455311035e-26,J T^-1,9.3e-36,False,-1.0733807946412037e-26,1.0733807946412037e-26,0.10909797733631935,0.0004740651402257792,True,False,3,sign(-1) * mu_B[J/T] * K^-2 * words^-1,1.0010921713101717,-1.07455311035e-26,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
shielded helion mag. mom. to Bohr magneton ratio,-0.00115867149457,-1,0.00115867149457,,9.4e-13,True,-0.0011574074074074073,0.0011574074074074073,0.10909797716752803,0.00047406513949194504,True,False,3,sign(-1) * 1 * K^-2 * words^-1,1.00109217130848,-0.0011586714945699998,1.8714574019754715e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
shielded helion mag. mom. to nuclear magneton ratio,-2.1274977624,-1,2.1274977624,,1.7e-09,True,-2.1818181818181817,2.1818181818181817,2.5532538918820564,0.010949444566599765,False,False,2,sign(-1) * 1 * bits^-1 * words^1,0.9751031411000001,-2.1274977624,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
shielded helion magn. moment,-1.074553024e-26,-1,1.074553024e-26,J T^-1,9.3e-34,False,-3.771190459990763e-25,3.771190459990763e-25,3409.5433875869517,1.545250615852982,False,False,9,sign(-1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.028493735211735552,-1.074553024e-26,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
shielded helion magn. moment to Bohr magneton ratio,-0.001158671474,-1,0.001158671474,,1.4e-11,True,-0.0011574074074074073,0.0011574074074074073,0.10909620379527189,0.0004740574294226143,True,False,3,sign(-1) * 1 * K^-2 * words^-1,1.001092153536,-0.0011586714739999998,1.871457435199625e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
shielded helion magn. moment to nuclear magneton ratio,-2.127497723,-1,2.127497723,,2.5e-08,True,-2.1818181818181817,2.1818181818181817,2.5532557911076936,0.010949452609476787,False,False,2,sign(-1) * 1 * bits^-1 * words^1,0.9751031230416667,-2.127497723,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
