name,value,sign,magnitude,unit,uncertainty,is_dimensionless,sparse_signed_predicted,sparse_magnitude_predicted,sparse_relative_error_percent,sparse_log10_error,sparse_pass_1_percent,sparse_pass_0_1_percent,sparse_complexity,sparse_formula,exact_calibration_coefficient,exact_calibrated_predicted,exact_calibrated_relative_error_percent,status
electron-tau mass ratio,0.000287585,1,0.000287585,,1.9e-08,True,0.00028593161690089366,0.00028593161690089366,0.574919797314296,0.002504050011886144,True,False,3,sign(1) * 1 * entropy^-1 * lnK^-1 * lnDict^-1,1.005782442379149,0.000287585,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron-triton mass ratio,0.0001819200062327,1,0.0001819200062327,,6.8e-15,True,0.00018310835670139433,0.00018310835670139433,0.653226928309504,0.00282770286792359,True,False,3,sign(1) * 1 * dict^-1 * checksum^-1 * U^1,0.9935101243323796,0.0001819200062327,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
elementary charge,1.602176634e-19,1,1.602176634e-19,C,0.0,False,1.636097905766929e-19,1.636097905766929e-19,2.117199255505381,0.009098895002567893,False,False,7,sign(1) * 1 * dict^-3 * entropy^-2 * f1^-2,0.9792669670639127,1.602176634e-19,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
elementary charge over h,241798926200000.0,1,241798926200000.0,A J^-1,1500000.0,False,236294844163338.12,236294844163338.12,2.276305409275997,0.010000122234489962,False,False,5,sign(1) * 1 * dict^3 * total_bits^1 * f1^1,1.0232932802920456,241798926200000.0,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
elementary charge over h-bar,1519267447878626.0,1,1519267447878626.0,A J^-1,0.0,False,1516844899853344.0,1516844899853344.0,0.15945500765284198,0.0006930570033674238,True,False,7,sign(1) * 1 * dict^3 * total_bits^3 * f1^-1,1.001597096727237,1519267447878625.8,1.6455298923772668e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Faraday constant,96485.33212331001,1,96485.33212331001,C mol^-1,0.0,False,95325.09090909091,95325.09090909091,1.2025052810475825,0.005254067998702369,False,False,3,sign(1) * 1 * K^1 * dict^1 * bip_density^-1,1.0121714147152043,96485.33212331001,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Faraday constant for conventional electric current,96485.3251,1,96485.3251,C_90 mol^-1,0.0012,False,95325.09090909091,95325.09090909091,1.202498089431312,0.005254036385763631,False,False,3,sign(1) * 1 * K^1 * dict^1 * bip_density^-1,1.0121713410377502,96485.3251,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Fermi coupling constant,1.1663787e-05,1,1.1663787e-05,GeV^-2,6e-12,False,1.1571395524887866e-05,1.1571395524887866e-05,0.7921224479848051,0.0034538415399839356,True,False,3,sign(1) * 1 * pi^-1 * total_bits^-1 * f1^-1,1.0079844712691237,1.1663787e-05,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
fine-structure constant,0.0072973525643,1,0.0072973525643,,1.1e-12,True,0.007286223671553381,0.007286223671553381,0.1525058937273146,0.0006628302371894016,True,False,3,sign(1) * 1 * K^-1 * lnDict^-1 * U^-1,1.0015273882944422,0.007297352564299999,1.1885978241365201e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
first radiation constant,3.7417718521927573e-16,1,3.7417718521927573e-16,W m^2,0.0,False,3.658779409801552e-16,3.658779409801552e-16,2.2179984688956904,0.009741077268364628,False,False,7,sign(1) * 1 * dict^-2 * words^-2 * f1^-3,1.0226830953975732,3.7417718521927573e-16,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
first radiation constant for spectral radiance,1.1910429723971884e-16,1,1.1910429723971884e-16,W m^2 sr^-1,0.0,False,1.1744508029092565e-16,1.1744508029092565e-16,1.3930789965148875,0.0060926018119660304,False,False,7,sign(1) * 1 * bits^-2 * dict^-2 * entropy^-3,1.0141275985735896,1.1910429723971884e-16,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Hartree energy,4.359744722206e-18,1,4.359744722206e-18,J,4.8e-30,False,4.287632120861194e-18,4.287632120861194e-18,1.6540555913172321,0.007243544816796123,False,False,7,sign(1) * 1 * dict^-3 * words^-1 * f1^-3,1.0168187473440053,4.359744722206e-18,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Hartree energy in eV,27.211386245981,1,27.211386245981,eV,3e-11,False,27.162443621016806,27.162443621016806,0.17986082929318986,0.0007818289697173223,True,False,3,sign(1) * 1 * pi^-1 * bits^1 * bip_density^-1,1.0018018491136904,27.211386245981,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
hartree-atomic mass unit relationship,2.92126231797e-08,1,2.92126231797e-08,u,9.1e-18,False,2.9802322387695312e-08,2.9802322387695312e-08,2.0186451739298046,0.008679551724150709,False,False,3,sign(1) * 1 * dict^-2 * checksum^-1,0.9802129780248674,2.92126231797e-08,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
hartree-electron volt relationship,27.211386245981,1,27.211386245981,eV,3e-11,False,27.162443621016806,27.162443621016806,0.17986082929318986,0.0007818289697173223,True,False,3,sign(1) * 1 * pi^-1 * bits^1 * bip_density^-1,1.0018018491136904,27.211386245981,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
hartree-hertz relationship,6579683920499900.0,1,6579683920499900.0,Hz,7200.0,False,6585524894564352.0,6585524894564352.0,0.08877286713201603,0.0003853646390585708,True,True,6,sign(1) * 1 * bits^1 * dict^3 * total_bits^2,0.9991130586919088,6579683920499900.0,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
hartree-inverse meter relationship,21947463.136314,1,21947463.136314,m^-1,2.4e-05,False,22235703.58637182,22235703.58637182,1.3133201239140044,0.005666547788876113,False,False,3,sign(1) * 1 * dict^1 * f1^2,0.9870370438723387,21947463.136314,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
hartree-joule relationship,4.359744722206e-18,1,4.359744722206e-18,J,4.8e-30,False,4.287632120861194e-18,4.287632120861194e-18,1.6540555913172321,0.007243544816796123,False,False,7,sign(1) * 1 * dict^-3 * words^-1 * f1^-3,1.0168187473440053,4.359744722206e-18,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
hartree-kelvin relationship,315775.02480398,1,315775.02480398,K,3.4e-07,False,313132.66286754614,313132.66286754614,0.8367862335136065,0.0036494066880598816,True,False,4,sign(1) * 1 * dict^2 * words^-1 * lnK^1,1.0084384743266197,315775.02480397996,1.8433269366252223e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
hartree-kilogram relationship,4.8508702095419e-35,1,4.8508702095419e-35,kg,5.3e-47,False,3.771190459990763e-25,3.771190459990763e-25,777425553890.8378,9.890658811796682,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,1.2862967969943852e-10,4.8508702095419e-35,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
helion g factor,-4.2552506995,-1,4.2552506995,,3.4e-09,True,-4.255380879579957,4.255380879579957,0.0030592810894075895,1.3286085728910522e-05,True,True,2,sign(-1) * 1 * lnK^-1 * lnDict^1,0.9999694081249973,-4.2552506995,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
helion mag. mom.,-1.07461755198e-26,-1,1.07461755198e-26,J T^-1,9.3e-36,False,-1.0733807946412037e-26,1.0733807946412037e-26,0.11508813870735142,0.000500109274191295,True,False,3,sign(-1) * mu_B[J/T] * K^-2 * words^-1,1.0011522074411716,-1.07461755198e-26,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
helion mag. mom. to Bohr magneton ratio,-0.00115874098083,-1,0.00115874098083,,9.4e-13,True,-0.0011574074074074073,0.0011574074074074073,0.11508813830312999,0.0005001092724337623,True,False,3,sign(-1) * 1 * K^-2 * words^-1,1.00115220743712,-0.0011587409808299998,1.871345176225486e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
helion mag. mom. to nuclear magneton ratio,-2.1276253498,-1,2.1276253498,,1.7e-09,True,-2.1818181818181817,2.1818181818181817,2.54710407653658,0.010923400429997357,False,False,2,sign(-1) * 1 * bits^-1 * words^1,0.9751616186583335,-2.1276253498,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
helion mass,5.0064127862e-27,1,5.0064127862e-27,kg,1.6e-36,False,3.771190459990763e-25,3.771190459990763e-25,7432.719775696316,1.8769518115674007,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.013275417508911131,5.0064127862e-27,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
helion mass energy equivalent,4.4995394185e-10,1,4.4995394185e-10,J,1.4e-19,False,4.491618367036713e-10,4.491618367036713e-10,0.1760413839407479,0.000765211758799635,True,False,5,sign(1) * 1 * bits^-2 * total_bits^-3,1.0017635183615372,4.4995394185e-10,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
helion mass energy equivalent in MeV,2808.39161112,1,2808.39161112,MeV,8.8e-07,False,2790.691587731937,2790.691587731937,0.6302548162435302,0.0027458238503240205,True,False,3,sign(1) * m_e[MeV] * dict^1 * checksum^1 * U^-1,1.0063425222141613,2808.39161112,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
helion mass in u,3.014932246932,1,3.014932246932,u,7.4e-11,False,3.0000473161956447,3.0000473161956447,0.49370697306721795,0.0021494525161054588,True,False,1,sign(1) * 1 * U^1,1.0049615653246533,3.014932246932,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
helion molar mass,0.0030149322501,1,0.0030149322501,kg mol^-1,9.4e-13,False,0.003054848418570397,0.003054848418570397,1.3239491026398043,0.005712108083196409,False,False,2,sign(1) * 1 * pi^-1 * f1^-1,0.9869335027467331,0.0030149322501,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
helion relative atomic mass,3.014932246932,1,3.014932246932,,7.4e-11,True,3.0000473161956447,3.0000473161956447,0.49370697306721795,0.0021494525161054588,True,False,1,sign(1) * 1 * U^1,1.0049615653246533,3.014932246932,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
helion shielding shift,5.9967029e-05,1,5.9967029e-05,,2.3e-11,True,6.103515625e-05,6.103515625e-05,1.7811908774069778,0.007667527972339699,False,False,2,sign(1) * 1 * dict^-1 * checksum^-1,0.982499803136,5.9967029e-05,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
helion-electron mass ratio,5495.88527984,1,5495.88527984,,1.6e-07,True,5461.247198186369,5461.247198186369,0.6302548159200216,0.0027458238489101324,True,False,3,sign(1) * 1 * dict^1 * checksum^1 * U^-1,1.006342522210885,5495.88527984,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
helion-proton mass ratio,2.993152671552,1,2.993152671552,,7e-11,True,3.0000473161956447,3.0000473161956447,0.230347242530387,0.000999234949768231,True,False,1,sign(1) * 1 * U^1,0.9977018213658084,2.993152671552,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
hertz-atomic mass unit relationship,4.439821659e-24,1,4.439821659e-24,u,1.4e-33,False,5.592641446569509e-24,5.592641446569509e-24,25.96545258147066,0.10025145138331003,False,False,9,sign(1) * 1 * dict^-3 * total_bits^-3 * f1^-3,0.7938684611586102,4.439821659e-24,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
hertz-electron volt relationship,4.135667696923859e-15,1,4.135667696923859e-15,eV,0.0,False,4.232000928927391e-15,4.232000928927391e-15,2.329327186398116,0.010000118657546802,False,False,5,sign(1) * 1 * dict^-3 * total_bits^-1 * f1^-1,0.9772369539559747,4.135667696923859e-15,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
hertz-hartree relationship,1.5198298460574e-16,1,1.5198298460574e-16,E_h,1.7e-28,False,1.5184818461857054e-16,1.5184818461857054e-16,0.08869413080625214,0.0003853646390460812,True,True,6,sign(1) * 1 * bits^-1 * dict^-3 * total_bits^-2,1.0008877286712914,1.5198298460574e-16,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
hertz-inverse meter relationship,3.3356409519815204e-09,1,3.3356409519815204e-09,m^-1,0.0,False,3.3482254066141725e-09,3.3482254066141725e-09,0.3772724586912246,0.0016353904670449774,True,False,4,sign(1) * 1 * total_bits^-1 * f1^-3,0.9962414553668363,3.3356409519815204e-09,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
hertz-joule relationship,6.62607015e-34,1,6.62607015e-34,J,0.0,False,3.771190459990763e-25,3.771190459990763e-25,56914435977.78229,8.755222437111033,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,1.7570234705187044e-09,6.62607015e-34,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
hertz-kelvin relationship,4.799243073366221e-11,1,4.799243073366221e-11,K,0.0,False,4.7966924049671335e-11,4.7966924049671335e-11,0.05314730594169464,0.00023087717492023785,True,True,5,sign(1) * 1 * pi^1 * dict^-3 * lnDict^-1,1.0005317556732314,4.7992430733662204e-11,1.3465349507787683e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
hertz-kilogram relationship,7.372497323812708e-51,1,7.372497323812708e-51,kg,0.0,False,3.771190459990763e-25,3.771190459990763e-25,5.11521441697924e+27,25.70886384296689,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,1.95495226296016e-26,7.372497323812708e-51,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
hyperfine transition frequency of Cs-133,9192631770.0,1,9192631770.0,Hz,0.0,False,9135194112.0,9135194112.0,0.6248227867393409,0.002722083868327632,True,False,5,sign(1) * 1 * dict^1 * checksum^2 * total_bits^2,1.0062875136856204,9192631769.999998,2.0748667851975757e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
inverse fine-structure constant,137.035999177,1,137.035999177,,2.1e-08,True,137.24530635865116,137.24530635865116,0.1527388298755042,0.0006628302390595211,True,False,3,sign(1) * 1 * K^1 * lnDict^1 * U^1,0.9984749410584273,137.035999177,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
inverse meter-atomic mass unit relationship,1.33102504824e-15,1,1.33102504824e-15,u,4.1e-25,False,1.3402914044042683e-15,1.3402914044042683e-15,0.6961819521368957,0.0030130039344128797,True,False,6,sign(1) * 1 * dict^-3 * checksum^-1 * f1^-2,0.9930863123244553,1.33102504824e-15,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
inverse meter-electron volt relationship,1.2398419843320026e-06,1,1.2398419843320026e-06,eV,0.0,False,1.2330334595959595e-06,1.2330334595959595e-06,0.5491445540708485,0.002391476854791855,True,False,4,sign(1) * 1 * K^-2 * bits^-1 * dict^-1,1.0055217680291288,1.2398419843320026e-06,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
inverse meter-hartree relationship,4.5563352529132e-08,1,4.5563352529132e-08,E_h,5e-20,False,4.497271678926752e-08,4.497271678926752e-08,1.2962956127665182,0.005666547788877795,False,False,3,sign(1) * 1 * dict^-1 * f1^-2,1.013133201239144,4.556335252913201e-08,1.452361280086491e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
inverse meter-hertz relationship,299792458.0,1,299792458.0,Hz,0.0,False,298665674.66592115,298665674.66592115,0.3758544633163682,0.0016353904670450324,True,False,4,sign(1) * 1 * total_bits^1 * f1^3,1.0037727245869121,299792458.0,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
inverse meter-joule relationship,1.9864458571489286e-25,1,1.9864458571489286e-25,J,0.0,False,3.771190459990763e-25,3.771190459990763e-25,89.84612373998512,0.27840173418310643,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.526742384990493,1.9864458571489289e-25,1.155776481743621e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
inverse meter-kelvin relationship,0.014387768775039337,1,0.014387768775039337,K,0.0,False,0.014322690768253817,0.014322690768253817,0.4523147946220855,0.00196883422240021,True,False,3,sign(1) * 1 * bits^1 * entropy^-1 * U^-1,1.0045436997725152,0.014387768775039339,1.2056931850241416e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
inverse meter-kilogram relationship,2.2102190943042335e-42,1,2.2102190943042335e-42,kg,0.0,False,3.771190459990763e-25,3.771190459990763e-25,1.7062518687442233e+19,17.23204314003896,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,5.860799441854886e-18,2.2102190943042335e-42,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
inverse of conductance quantum,12906.403729652257,1,12906.403729652257,ohm,0.0,False,12672.0,12672.0,1.8161815991678432,0.007960082053173567,False,False,3,sign(1) * 1 * K^1 * checksum^1 * total_bits^1,1.0184977690697803,12906.403729652257,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Josephson constant,483597848416983.6,1,483597848416983.6,Hz V^-1,0.0,False,489832430174208.0,489832430174208.0,1.2892079188591818,0.0055631749657190305,False,False,7,sign(1) * 1 * K^3 * dict^3 * total_bits^1,0.9872720110528267,483597848416983.6,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
joule-atomic mass unit relationship,6700535247.1,1,6700535247.1,u,2.1,False,6643777536.0,6643777536.0,0.8470623466172376,0.0036944142095185185,True,False,4,sign(1) * 1 * K^1 * dict^2 * total_bits^1,1.008542987899949,6700535247.100001,1.423280799573439e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
joule-electron volt relationship,6.241509074460763e+18,1,6.241509074460763e+18,eV,0.0,False,6.11210366124908e+18,6.11210366124908e+18,2.0733032936087312,0.009098895002567926,False,False,7,sign(1) * 1 * dict^3 * entropy^2 * f1^2,1.0211719925550538,6.241509074460763e+18,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
joule-hartree relationship,2.2937122783969e+17,1,2.2937122783969e+17,E_h,250000.0,False,2.332289645687104e+17,2.332289645687104e+17,1.6818747344007026,0.007243544816796898,False,False,7,sign(1) * 1 * dict^3 * words^1 * f1^3,0.9834594440868261,2.2937122783969e+17,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
joule-hertz relationship,1.5091901796421518e+33,1,1.5091901796421518e+33,Hz,0.0,False,2.6516825671076006e+24,2.6516825671076006e+24,99.99999982429766,8.755222437111033,False,False,9,sign(1) * 1 * dict^3 * entropy^3 * total_bits^3,569144360.7778229,1.5091901796421518e+33,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
joule-inverse meter relationship,5.03411656754271e+24,1,5.03411656754271e+24,m^-1,0.0,False,2.6516825671076006e+24,2.6516825671076006e+24,47.32576150095071,0.2784017341831065,False,False,9,sign(1) * 1 * dict^3 * entropy^3 * total_bits^3,1.8984612373998513,5.03411656754271e+24,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
joule-kelvin relationship,7.24297051603992e+22,1,7.24297051603992e+22,K,0.0,False,1.6303886316773337e+23,1.6303886316773337e+23,125.09944339366793,0.35237442111621314,False,False,9,sign(1) * 1 * dict^3 * entropy^3 * f1^3,0.44424809982810026,7.242970516039919e+22,1.1581723246592001e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
joule-kilogram relationship,1.1126500560536185e-17,1,1.1126500560536185e-17,kg,0.0,False,1.1336475944808902e-17,1.1336475944808902e-17,1.8871646402235778,0.008119476675458287,False,False,7,sign(1) * 1 * dict^-3 * total_bits^-3 * lnK^1,0.9814778961914644,1.1126500560536185e-17,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
kelvin-atomic mass unit relationship,9.2510872884e-14,1,9.2510872884e-14,u,2.9e-23,False,9.263371962502046e-14,9.263371962502046e-14,0.13279167863273922,0.0005763243619642731,True,False,7,sign(1) * 1 * bits^1 * dict^-3 * words^-3,0.9986738442381701,9.2510872884e-14,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
kelvin-electron volt relationship,8.617333262145179e-05,1,8.617333262145179e-05,eV,0.0,False,8.608815426997245e-05,8.608815426997245e-05,0.09884537233056911,0.00042949229926614064,True,True,3,sign(1) * 1 * K^1 * total_bits^-2,1.000989431730784,8.617333262145179e-05,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
kelvin-hartree relationship,3.1668115634564e-06,1,3.1668115634564e-06,E_h,3.5e-18,False,3.1935346215319474e-06,3.1935346215319474e-06,0.8438474326644383,0.0036494066880704444,True,False,4,sign(1) * 1 * dict^-2 * words^1 * lnK^-1,0.9916321376648397,3.1668115634564e-06,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
kelvin-hertz relationship,20836619123.327576,1,20836619123.327576,Hz,0.0,False,20847699113.757366,20847699113.757366,0.05317556732313606,0.00023087717492021494,True,True,5,sign(1) * 1 * pi^-1 * dict^3 * lnDict^1,0.9994685269405832,20836619123.327576,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
kelvin-inverse meter relationship,69.50348004861274,1,69.50348004861274,m^-1,0.0,False,69.81928299509865,69.81928299509865,0.45436997725152894,0.0019688342224002315,True,False,3,sign(1) * 1 * bits^-1 * entropy^1 * U^1,0.995476852053779,69.50348004861274,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
kelvin-joule relationship,1.380649e-23,1,1.380649e-23,J,0.0,False,6.1335069477956684e-24,6.1335069477956684e-24,55.57519001718997,0.35237442111621314,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * f1^-3,2.2509944339366794,1.380649e-23,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
kelvin-kilogram relationship,1.5361791872403723e-40,1,1.5361791872403723e-40,kg,0.0,False,3.771190459990763e-25,3.771190459990763e-25,2.4549157359470646e+17,15.3900365897212,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,4.073459570758818e-16,1.5361791872403723e-40,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
kilogram-atomic mass unit relationship,6.0221407537e+26,1,6.0221407537e+26,u,1.9e+17,False,2.6516825671076006e+24,2.6516825671076006e+24,99.55967774989676,2.3562293684743616,False,False,9,sign(1) * 1 * dict^3 * entropy^3 * total_bits^3,227.10639759075025,6.0221407537e+26,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
kilogram-electron volt relationship,5.609588603804452e+35,1,5.609588603804452e+35,eV,0.0,False,2.6516825671076006e+24,2.6516825671076006e+24,99.99999999952729,11.325409478664447,False,False,9,sign(1) * 1 * dict^3 * entropy^3 * total_bits^3,211548270271.40253,5.609588603804452e+35,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
kilogram-hartree relationship,2.0614857887415e+34,1,2.0614857887415e+34,E_h,2.2e+22,False,2.6516825671076006e+24,2.6516825671076006e+24,99.99999998713703,9.890658811796687,False,False,9,sign(1) * 1 * dict^3 * entropy^3 * total_bits^3,7774255539.908479,2.0614857887415e+34,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
kilogram-hertz relationship,1.3563924896521321e+50,1,1.3563924896521321e+50,Hz,0.0,False,2.6516825671076006e+24,2.6516825671076006e+24,100.0,25.70886384296689,False,False,9,sign(1) * 1 * dict^3 * entropy^3 * total_bits^3,5.11521441697924e+25,1.3563924896521321e+50,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
kilogram-inverse meter relationship,4.524438335443823e+41,1,4.524438335443823e+41,m^-1,0.0,False,2.6516825671076006e+24,2.6516825671076006e+24,100.0,17.23204314003896,False,False,9,sign(1) * 1 * dict^3 * entropy^3 * total_bits^3,1.7062518687442234e+17,4.524438335443823e+41,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
kilogram-joule relationship,8.987551787368176e+16,1,8.987551787368176e+16,J,0.0,False,8.821083420177952e+16,8.821083420177952e+16,1.8522103808535708,0.008119476675458316,False,False,7,sign(1) * 1 * dict^3 * total_bits^3 * lnK^-1,1.0188716464022358,8.987551787368176e+16,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
kilogram-kelvin relationship,6.509657260728958e+39,1,6.509657260728958e+39,K,0.0,False,2.6516825671076006e+24,2.6516825671076006e+24,99.99999999999997,15.3900365897212,False,False,9,sign(1) * 1 * dict^3 * entropy^3 * total_bits^3,2454915735947065.0,6.509657260728958e+39,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
lattice parameter of silicon,5.431020511e-10,1,5.431020511e-10,m,8.9e-18,False,5.378878310364809e-10,5.378878310364809e-10,0.9600810847534474,0.004189723884088554,True,False,4,sign(1) * 1 * entropy^-1 * total_bits^-2 * f1^-1,1.0096938799553645,5.431020510999999e-10,1.9038332917304728e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
lattice spacing of ideal Si (220),1.920155716e-10,1,1.920155716e-10,m,3.2e-18,False,1.906740265305713e-10,1.906740265305713e-10,0.6986647271625129,0.003044911648362387,True,False,5,sign(1) * 1 * entropy^-3 * U^-1 * f1^-1,1.0070358039521108,1.920155716e-10,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
lattice spacing of silicon,1.920155762e-10,1,1.920155762e-10,m,5e-18,False,1.906740265305713e-10,1.906740265305713e-10,0.6986671060640177,0.003044922052490468,True,False,5,sign(1) * 1 * entropy^-3 * U^-1 * f1^-1,1.0070358280770537,1.920155762e-10,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
"Loschmidt constant (273.15 K, 100 kPa)",2.6516458048837345e+25,1,2.6516458048837345e+25,m^-3,0.0,False,2.6516825671076006e+24,2.6516825671076006e+24,89.99986136073001,0.999993979014744,False,False,9,sign(1) * 1 * dict^3 * entropy^3 * total_bits^3,9.999861362652068,2.6516458048837345e+25,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
"Loschmidt constant (273.15 K, 101.325 kPa)",2.686780111798444e+25,1,2.686780111798444e+25,m^-3,0.0,False,2.6516825671076006e+24,2.6516825671076006e+24,90.13063050651864,1.0057105914284745,False,False,9,sign(1) * 1 * dict^3 * entropy^3 * total_bits^3,10.132359525707209,2.6867801117984444e+25,1.5985555636427156e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
